0,-1,98,74,67,163,1.0,-1,-1,-1
1,-1,110,146,95,198,1.0,-1,-1,-1
2,-1,122,249,84,280,1.0,-1,-1,-1
3,-1,104,255,89,276,1.0,-1,-1,-1
4,-1,108,329,138,324,1.0,-1,-1,-1
5,-1,153,60,62,162,1.0,-1,-1,-1
6,-1,177,128,86,204,1.0,-1,-1,-1
7,-1,215,270,110,330,1.0,-1,-1,-1
8,-1,147,369,191,351,1.0,-1,-1,-1
9,-1,104,428,190,358,1.0,-1,-1,-1
10,-1,102,589,195,373,1.0,-1,-1,-1
11,-1,141,618,219,401,1.0,-1,-1,-1
12,-1,284,244,127,286,1.0,-1,-1,-1
13,-1,271,272,144,298,1.0,-1,-1,-1
14,-1,184,372,180,370,1.0,-1,-1,-1
15,-1,365,234,171,311,1.0,-1,-1,-1
16,-1,315,242,150,331,1.0,-1,-1,-1
17,-1,493,115,67,261,1.0,-1,-1,-1
18,-1,424,151,123,297,1.0,-1,-1,-1
19,-1,473,268,135,322,1.0,-1,-1,-1
20,-1,444,584,183,394,1.0,-1,-1,-1
21,-1,419,591,208,411,1.0,-1,-1,-1
22,-1,542,61,77,218,1.0,-1,-1,-1
23,-1,543,129,98,225,1.0,-1,-1,-1
24,-1,509,202,115,286,1.0,-1,-1,-1
25,-1,500,262,136,366,1.0,-1,-1,-1
26,-1,544,353,144,448,1.0,-1,-1,-1
27,-1,513,448,205,426,1.0,-1,-1,-1
28,-1,495,479,172,458,1.0,-1,-1,-1
29,-1,659,76,65,230,1.0,-1,-1,-1
30,-1,660,134,94,271,1.0,-1,-1,-1
31,-1,653,177,125,285,1.0,-1,-1,-1
32,-1,625,262,121,337,1.0,-1,-1,-1
33,-1,554,369,166,413,1.0,-1,-1,-1
34,-1,565,381,156,417,1.0,-1,-1,-1
35,-1,783,63,68,226,1.0,-1,-1,-1
36,-1,768,90,87,252,1.0,-1,-1,-1
37,-1,680,177,103,316,1.0,-1,-1,-1
38,-1,756,273,122,364,1.0,-1,-1,-1
39,-1,727,362,156,451,1.0,-1,-1,-1
40,-1,697,444,162,418,1.0,-1,-1,-1
41,-1,828,60,78,234,1.0,-1,-1,-1
42,-1,790,117,84,255,1.0,-1,-1,-1
43,-1,836,204,105,339,1.0,-1,-1,-1
44,-1,803,231,118,370,1.0,-1,-1,-1
45,-1,743,358,190,427,1.0,-1,-1,-1
46,-1,731,461,204,413,1.0,-1,-1,-1
47,-1,929,62,70,259,1.0,-1,-1,-1
48,-1,904,121,78,291,1.0,-1,-1,-1
49,-1,922,169,129,288,1.0,-1,-1,-1
50,-1,836,263,161,354,1.0,-1,-1,-1
51,-1,876,358,161,425,1.0,-1,-1,-1
52,-1,869,498,208,427,1.0,-1,-1,-1
53,-1,1002,73,76,219,1.0,-1,-1,-1
54,-1,972,88,82,295,1.0,-1,-1,-1
55,-1,987,164,103,323,1.0,-1,-1,-1
56,-1,1024,244,134,395,1.0,-1,-1,-1
57,-1,980,293,146,429,1.0,-1,-1,-1
58,-1,898,516,217,414,1.0,-1,-1,-1
59,-1,1070,56,79,205,1.0,-1,-1,-1
60,-1,1074,122,88,245,1.0,-1,-1,-1
61,-1,1028,258,148,330,1.0,-1,-1,-1
62,-1,1048,512,254,416,1.0,-1,-1,-1
63,-1,1166,61,56,241,1.0,-1,-1,-1
64,-1,1147,99,90,235,1.0,-1,-1,-1
65,-1,1138,305,141,351,1.0,-1,-1,-1
66,-1,1142,323,184,335,1.0,-1,-1,-1
67,-1,1121,457,180,357,1.0,-1,-1,-1
68,-1,1154,510,224,382,1.0,-1,-1,-1
69,-1,1219,315,173,329,1.0,-1,-1,-1
70,-1,1265,401,167,329,1.0,-1,-1,-1
71,-1,1155,516,256,376,1.0,-1,-1,-1
72,-1,1310,401,176,327,1.0,-1,-1,-1
73,-1,1350,443,211,383,1.0,-1,-1,-1
74,-1,1253,518,256,374,1.0,-1,-1,-1
75,-1,1351,449,220,378,1.0,-1,-1,-1
76,-1,1424,553,222,428,1.0,-1,-1,-1
77,-1,1400,596,261,386,1.0,-1,-1,-1
78,-1,1460,468,238,359,1.0,-1,-1,-1
79,-1,1501,509,239,354,1.0,-1,-1,-1
80,-1,1474,641,276,351,1.0,-1,-1,-1
81,-1,1533,480,233,341,1.0,-1,-1,-1
82,-1,1567,557,248,346,1.0,-1,-1,-1
83,-1,1512,611,266,381,1.0,-1,-1,-1
